subject_id,class,rank,feature,coefficient,abs_coefficient
211-000549,SAD,10,CP3_Alpha,0.2573331594467163,0.2573331594467163
211-000549,SAD,11,T8_Beta,0.22030067443847656,0.22030067443847656
211-000549,SAD,12,CP1_Beta,0.2033199816942215,0.2033199816942215
211-000549,SAD,13,Fpz_Beta,-0.19243159890174866,0.19243159890174866
211-000549,SAD,14,O1_Beta,0.1251589059829712,0.1251589059829712
211-000549,SAD,15,TP7_Beta,0.1248227208852768,0.1248227208852768
211-000550,JOY,1,F3_Beta,-0.3805173635482788,0.3805173635482788
211-000550,JOY,2,C2_Beta,-0.2614254951477051,0.2614254951477051
211-000550,JOY,3,C2_Alpha,-0.2562520205974579,0.2562520205974579
211-000550,JOY,4,Pz_Beta,-0.22656959295272827,0.22656959295272827
211-000550,JOY,5,T8_Beta,-0.18395037949085236,0.18395037949085236
211-000550,JOY,6,AlphaAsym_C2-C1,-0.17002440989017487,0.17002440989017487
211-000550,JOY,7,AlphaAsym_CP6-CP5,-0.16854912042617798,0.16854912042617798
211-000550,JOY,8,CP5_Beta,0.1514858901500702,0.1514858901500702
211-000550,JOY,9,T7_Beta,0.1487802416086197,0.1487802416086197
211-000550,JOY,10,AF7_Beta,-0.14102619886398315,0.14102619886398315
211-000550,JOY,11,O1_Beta,-0.1364724040031433,0.1364724040031433
211-000550,JOY,12,P3_Beta,-0.13498899340629578,0.13498899340629578
211-000550,JOY,13,Oz_Beta,-0.13369135558605194,0.13369135558605194
211-000550,JOY,14,CP5_Alpha,0.12986385822296143,0.12986385822296143
211-000550,JOY,15,F8_Beta,0.11543206125497818,0.11543206125497818
211-000550,NEUTRO,1,Pz_Beta,1.1326497793197632,1.1326497793197632
211-000550,NEUTRO,2,Pz_Alpha,0.5992490649223328,0.5992490649223328
211-000550,NEUTRO,3,T7_Beta,-0.4868169128894806,0.4868169128894806
211-000550,NEUTRO,4,AlphaAsym_TP8-TP7,-0.1370552033185959,0.1370552033185959
211-000550,NEUTRO,5,Fp2_Beta,-0.09411169588565826,0.09411169588565826
211-000550,NEUTRO,6,AlphaAsym_P8-P7,-0.09028556197881699,0.09028556197881699
211-000550,NEUTRO,7,Cz_Alpha,0.0868384838104248,0.0868384838104248
211-000550,NEUTRO,8,CP3_Beta,0.03792990371584892,0.03792990371584892
211-000550,NEUTRO,9,FC2_Alpha,0.03390137851238251,0.03390137851238251
211-000550,NEUTRO,10,AlphaAsym_P4-P3,-0.025558659806847572,0.025558659806847572
211-000550,NEUTRO,11,AlphaAsym_O2-O1,0.0,0.0
211-000550,NEUTRO,12,FC3_Beta,0.0,0.0
211-000550,NEUTRO,13,FC3_Alpha,0.0,0.0
211-000550,NEUTRO,14,FT7_Beta,0.0,0.0
211-000550,NEUTRO,15,FT7_Alpha,0.0,0.0
211-000550,SAD,1,CP3_Beta,-0.3550533056259155,0.3550533056259155
211-000550,SAD,2,Fpz_Beta,0.28740638494491577,0.28740638494491577
211-000550,SAD,3,AF3_Beta,0.24090023338794708,0.24090023338794708
211-000550,SAD,4,AlphaAsym_CP2-CP1,0.22821779549121857,0.22821779549121857
211-000550,SAD,5,C4_Beta,-0.18103651702404022,0.18103651702404022
211-000550,SAD,6,CP1_Beta,-0.17049412429332733,0.17049412429332733
211-000550,SAD,7,C2_Beta,0.14193062484264374,0.14193062484264374
211-000550,SAD,8,AlphaAsym_C2-C1,0.12764932215213776,0.12764932215213776
211-000550,SAD,9,PO4_Beta,0.12466114014387131,0.12466114014387131
211-000550,SAD,10,F4_Beta,0.12441913038492203,0.12441913038492203
211-000550,SAD,11,AlphaAsym_P6-P5,0.12093088030815125,0.12093088030815125
211-000550,SAD,12,Fp1_Beta,0.11791693419218063,0.11791693419218063
211-000550,SAD,13,PO8_Beta,0.1026148870587349,0.1026148870587349
211-000550,SAD,14,CP3_Alpha,-0.10121054202318192,0.10121054202318192
211-000550,SAD,15,TP8_Beta,0.09687818586826324,0.09687818586826324
211-000552,JOY,1,T8_Beta,-0.62835693359375,0.62835693359375
211-000552,JOY,2,P6_Beta,0.59270840883255,0.59270840883255
211-000552,JOY,3,FT7_Beta,0.5065833330154419,0.5065833330154419
211-000552,JOY,4,P6_Alpha,0.35228967666625977,0.35228967666625977
211-000552,JOY,5,F6_Beta,-0.33166465163230896,0.33166465163230896
211-000552,JOY,6,AlphaAsym_PO8-PO7,0.30271509289741516,0.30271509289741516
211-000552,JOY,7,F6_Alpha,-0.26714593172073364,0.26714593172073364
211-000552,JOY,8,FC6_Beta,-0.23308102786540985,0.23308102786540985
211-000552,JOY,9,PO8_Beta,0.19936613738536835,0.19936613738536835
211-000552,JOY,10,PO8_Alpha,0.19289609789848328,0.19289609789848328
211-000552,JOY,11,AlphaAsym_FC6-FC5,-0.17310433089733124,0.17310433089733124
211-000552,JOY,12,T7_Beta,-0.15127654373645782,0.15127654373645782
211-000552,JOY,13,FC6_Alpha,-0.12745100259780884,0.12745100259780884
211-000552,JOY,14,PO4_Beta,0.12400953471660614,0.12400953471660614
211-000552,JOY,15,AlphaAsym_P6-P5,0.06004350632429123,0.06004350632429123
211-000552,NEUTRO,1,C5_Beta,-0.6011824011802673,0.6011824011802673
211-000552,NEUTRO,2,AlphaAsym_C6-C5,0.37435951828956604,0.37435951828956604
211-000552,NEUTRO,3,FT7_Beta,-0.32069331407546997,0.32069331407546997
211-000552,NEUTRO,4,PO8_Alpha,-0.30391737818717957,0.30391737818717957
211-000552,NEUTRO,5,F6_Beta,0.2953755855560303,0.2953755855560303
211-000552,NEUTRO,6,FT8_Alpha,-0.23909613490104675,0.23909613490104675
211-000552,NEUTRO,7,CP5_Alpha,0.23082755506038666,0.23082755506038666
211-000552,NEUTRO,8,Fz_Beta,0.20484794676303864,0.20484794676303864
211-000552,NEUTRO,9,AlphaAsym_AF4-AF3,0.14434243738651276,0.14434243738651276
211-000552,NEUTRO,10,AlphaAsym_FC6-FC5,0.13827569782733917,0.13827569782733917
211-000552,NEUTRO,11,F7_Alpha,0.12431439012289047,0.12431439012289047
211-000552,NEUTRO,12,PO8_Beta,-0.12196024507284164,0.12196024507284164
211-000552,NEUTRO,13,AlphaAsym_CP4-CP3,0.12110541760921478,0.12110541760921478
211-000552,NEUTRO,14,C6_Beta,0.10364826768636703,0.10364826768636703
211-000552,NEUTRO,15,AlphaAsym_F6-F5,0.10296818614006042,0.10296818614006042
211-000552,SAD,1,C5_Beta,0.7341442704200745,0.7341442704200745
211-000552,SAD,2,AlphaAsym_AF8-AF7,0.5940443873405457,0.5940443873405457
211-000552,SAD,3,CP6_Beta,0.5742844939231873,0.5742844939231873
211-000552,SAD,4,C5_Alpha,0.3668539524078369,0.3668539524078369
211-000552,SAD,5,PO7_Beta,0.3604346215724945,0.3604346215724945
211-000552,SAD,6,AF8_Alpha,0.345520943403244,0.345520943403244
211-000552,SAD,7,AF3_Alpha,0.33891382813453674,0.33891382813453674
211-000552,SAD,8,P1_Beta,-0.3388594090938568,0.3388594090938568
211-000552,SAD,9,AlphaAsym_FC4-FC3,0.3211122453212738,0.3211122453212738
211-000552,SAD,10,PO5_Alpha,0.3165470361709595,0.3165470361709595
211-000552,SAD,11,AF8_Beta,0.304300993680954,0.304300993680954
211-000552,SAD,12,AlphaAsym_C6-C5,-0.2665936350822449,0.2665936350822449
211-000552,SAD,13,Fp2_Beta,-0.2198852002620697,0.2198852002620697
211-000552,SAD,14,AlphaAsym_CP6-CP5,0.21102462708950043,0.21102462708950043
211-000552,SAD,15,PO5_Beta,0.18600940704345703,0.18600940704345703
211-000553,JOY,1,Fp2_Beta,-0.8932220339775085,0.8932220339775085
211-000553,JOY,2,PO7_Alpha,-0.7971712946891785,0.7971712946891785
211-000553,JOY,3,Fp2_Alpha,-0.6516024470329285,0.6516024470329285
211-000553,JOY,4,AlphaAsym_C4-C3,0.5830231308937073,0.5830231308937073
211-000553,JOY,5,Fp1_Beta,-0.576015055179596,0.576015055179596
211-000553,JOY,6,PO7_Beta,-0.5018374919891357,0.5018374919891357
211-000553,JOY,7,AlphaAsym_AF4-AF3,0.4196155071258545,0.4196155071258545
211-000553,JOY,8,P6_Alpha,0.4025202989578247,0.4025202989578247
211-000553,JOY,9,AlphaAsym_F4-F3,0.34741920232772827,0.34741920232772827
211-000553,JOY,10,AF4_Alpha,0.2996778190135956,0.2996778190135956
211-000553,JOY,11,FC4_Beta,0.27385738492012024,0.27385738492012024
211-000553,JOY,12,P1_Alpha,0.2710506021976471,0.2710506021976471
211-000553,JOY,13,AF8_Alpha,-0.26717209815979004,0.26717209815979004
211-000553,JOY,14,C3_Alpha,-0.23529648780822754,0.23529648780822754
211-000553,JOY,15,AlphaAsym_P6-P5,0.23220878839492798,0.23220878839492798
211-000553,NEUTRO,1,PO5_Beta,-0.7866735458374023,0.7866735458374023
211-000553,NEUTRO,2,P1_Alpha,-0.5889582633972168,0.5889582633972168
211-000553,NEUTRO,3,AF8_Alpha,0.33566799759864807,0.33566799759864807
211-000553,NEUTRO,4,AlphaAsym_PO4-PO3,0.32592323422431946,0.32592323422431946
211-000553,NEUTRO,5,PO5_Alpha,-0.30022531747817993,0.30022531747817993
211-000553,NEUTRO,6,F7_Alpha,0.2965366840362549,0.2965366840362549
211-000553,NEUTRO,7,AlphaAsym_AF4-AF3,-0.24712343513965607,0.24712343513965607
211-000553,NEUTRO,8,AlphaAsym_FC2-FC1,-0.22448115050792694,0.22448115050792694
211-000553,NEUTRO,9,AlphaAsym_FC6-FC5,-0.22110429406166077,0.22110429406166077
211-000553,NEUTRO,10,AlphaAsym_CP2-CP1,-0.2207939326763153,0.2207939326763153
211-000553,NEUTRO,11,P3_Beta,0.2103986293077469,0.2103986293077469
211-000553,NEUTRO,12,AlphaAsym_AF8-AF7,0.19759659469127655,0.19759659469127655
211-000553,NEUTRO,13,F7_Beta,0.159494549036026,0.159494549036026
211-000553,NEUTRO,14,P6_Alpha,-0.14666689932346344,0.14666689932346344
211-000553,NEUTRO,15,Fz_Alpha,0.14535412192344666,0.14535412192344666
211-000553,SAD,1,PO5_Beta,0.9476572871208191,0.9476572871208191
211-000553,SAD,2,PO5_Alpha,0.7952764630317688,0.7952764630317688
211-000553,SAD,3,Fp2_Beta,0.6643317937850952,0.6643317937850952
211-000553,SAD,4,AlphaAsym_F4-F3,-0.2998824119567871,0.2998824119567871
211-000553,SAD,5,PO7_Beta,0.20761077105998993,0.20761077105998993
211-000553,SAD,6,AlphaAsym_PO8-PO7,-0.1647968739271164,0.1647968739271164
211-000553,SAD,7,FC4_Beta,-0.15087467432022095,0.15087467432022095
211-000553,SAD,8,AlphaAsym_C4-C3,-0.15032076835632324,0.15032076835632324
211-000553,SAD,9,C6_Alpha,0.12136361002922058,0.12136361002922058
211-000553,SAD,10,AlphaAsym_PO6-PO5,-0.11653252691030502,0.11653252691030502
211-000553,SAD,11,C3_Alpha,0.10993138700723648,0.10993138700723648
211-000553,SAD,12,AF4_Beta,-0.04446554556488991,0.04446554556488991
211-000553,SAD,13,PO7_Alpha,0.03415559232234955,0.03415559232234955
211-000553,SAD,14,AlphaAsym_F8-F7,0.020211463794112206,0.020211463794112206
211-000553,SAD,15,POz_Beta,-0.0011870290618389845,0.0011870290618389845
211-000554,JOY,1,F6_Beta,-0.6093173623085022,0.6093173623085022
211-000554,JOY,2,P7_Beta,0.4382294714450836,0.4382294714450836
211-000554,JOY,3,AF7_Beta,-0.40961959958076477,0.40961959958076477
211-000554,JOY,4,CP1_Beta,0.3864273428916931,0.3864273428916931
211-000554,JOY,5,C6_Beta,-0.38321202993392944,0.38321202993392944
211-000554,JOY,6,F7_Beta,-0.32314473390579224,0.32314473390579224
211-000554,JOY,7,Fz_Beta,0.2996313273906708,0.2996313273906708
211-000554,JOY,8,FT8_Beta,-0.27161309123039246,0.27161309123039246
211-000554,JOY,9,F5_Beta,-0.2700362205505371,0.2700362205505371
211-000554,JOY,10,AF8_Beta,-0.26992267370224,0.26992267370224
211-000554,JOY,11,FC4_Beta,0.24012041091918945,0.24012041091918945
211-000554,JOY,12,Cz_Beta,0.2261572778224945,0.2261572778224945
211-000554,JOY,13,Fp1_Beta,-0.2258644849061966,0.2258644849061966
211-000554,JOY,14,AF4_Beta,-0.21672533452510834,0.21672533452510834
211-000554,JOY,15,O2_Beta,0.1303216516971588,0.1303216516971588
211-000554,NEUTRO,1,O2_Beta,-0.983130156993866,0.983130156993866
211-000554,NEUTRO,2,FC4_Beta,-0.848933756351471,0.848933756351471
211-000554,NEUTRO,3,F6_Beta,0.7765101790428162,0.7765101790428162
211-000554,NEUTRO,4,Fpz_Beta,0.7297936677932739,0.7297936677932739
211-000554,NEUTRO,5,FC4_Alpha,-0.49265438318252563,0.49265438318252563
211-000554,NEUTRO,6,Oz_Beta,0.47342419624328613,0.47342419624328613
211-000554,NEUTRO,7,FC3_Beta,0.3902756869792938,0.3902756869792938
211-000554,NEUTRO,8,O2_Alpha,-0.3521853983402252,0.3521853983402252
211-000554,NEUTRO,9,AlphaAsym_F6-F5,0.34504032135009766,0.34504032135009766
211-000554,NEUTRO,10,F3_Beta,0.34461015462875366,0.34461015462875366
211-000554,NEUTRO,11,FCz_Alpha,0.31020358204841614,0.31020358204841614
211-000554,NEUTRO,12,Cz_Alpha,-0.3062925338745117,0.3062925338745117
211-000554,NEUTRO,13,FCz_Beta,0.2700296640396118,0.2700296640396118
211-000554,NEUTRO,14,FC5_Alpha,-0.23550380766391754,0.23550380766391754
211-000554,NEUTRO,15,F8_Alpha,-0.20776142179965973,0.20776142179965973
211-000554,SAD,1,AlphaAsym_P8-P7,-0.7249016761779785,0.7249016761779785
211-000554,SAD,2,AlphaAsym_TP8-TP7,-0.5830327868461609,0.5830327868461609
211-000554,SAD,3,AF4_Beta,0.5707300901412964,0.5707300901412964
211-000554,SAD,4,T8_Beta,0.5439209342002869,0.5439209342002869
211-000554,SAD,5,FCz_Alpha,-0.5391047596931458,0.5391047596931458
211-000554,SAD,6,F8_Beta,0.5197160243988037,0.5197160243988037
211-000554,SAD,7,F7_Alpha,0.49060654640197754,0.49060654640197754
211-000554,SAD,8,CP5_Alpha,-0.4759182333946228,0.4759182333946228
211-000554,SAD,9,F5_Alpha,0.46606460213661194,0.46606460213661194
211-000554,SAD,10,P8_Beta,-0.4469939172267914,0.4469939172267914
211-000554,SAD,11,AF3_Beta,0.4329940974712372,0.4329940974712372
211-000554,SAD,12,FC2_Alpha,-0.4263741075992584,0.4263741075992584
211-000554,SAD,13,FCz_Beta,-0.3953046202659607,0.3953046202659607
211-000554,SAD,14,FC2_Beta,-0.3626854717731476,0.3626854717731476
211-000554,SAD,15,TP7_Alpha,0.3358170986175537,0.3358170986175537
211-000555,JOY,1,POz_Beta,-0.6635681986808777,0.6635681986808777
211-000555,JOY,2,Oz_Beta,0.6043797731399536,0.6043797731399536
211-000555,JOY,3,O1_Beta,0.5664564967155457,0.5664564967155457
211-000555,JOY,4,PO5_Beta,0.5341809988021851,0.5341809988021851
211-000555,JOY,5,PO7_Beta,0.47410422563552856,0.47410422563552856
211-000555,JOY,6,CP6_Beta,-0.4414808452129364,0.4414808452129364
211-000555,JOY,7,AF3_Beta,0.41398799419403076,0.41398799419403076
211-000555,JOY,8,P7_Beta,0.3684317469596863,0.3684317469596863
211-000555,JOY,9,F4_Alpha,0.3311161994934082,0.3311161994934082
211-000555,JOY,10,AlphaAsym_CP6-CP5,-0.31389930844306946,0.31389930844306946
211-000555,JOY,11,AlphaAsym_AF8-AF7,-0.30808642506599426,0.30808642506599426
211-000555,JOY,12,CP1_Beta,-0.266022264957428,0.266022264957428
211-000555,JOY,13,O2_Beta,0.24222543835639954,0.24222543835639954
211-000555,JOY,14,CP6_Alpha,-0.23736746609210968,0.23736746609210968
211-000555,JOY,15,AF7_Beta,0.2240763008594513,0.2240763008594513
211-000555,NEUTRO,1,CP1_Beta,0.8833577036857605,0.8833577036857605
211-000555,NEUTRO,2,FC4_Beta,-0.8165292143821716,0.8165292143821716
211-000555,NEUTRO,3,POz_Beta,0.726138174533844,0.726138174533844
211-000555,NEUTRO,4,AF7_Beta,-0.7252428531646729,0.7252428531646729
211-000555,NEUTRO,5,O1_Beta,-0.6567929983139038,0.6567929983139038
211-000555,NEUTRO,6,P1_Alpha,-0.43432921171188354,0.43432921171188354
211-000555,NEUTRO,7,FC6_Beta,0.4327511787414551,0.4327511787414551
211-000555,NEUTRO,8,PO7_Beta,-0.42247211933135986,0.42247211933135986
211-000555,NEUTRO,9,CP1_Alpha,0.4015456736087799,0.4015456736087799
211-000555,NEUTRO,10,FC5_Beta,0.3480519652366638,0.3480519652366638
211-000555,NEUTRO,11,FT7_Beta,0.34630948305130005,0.34630948305130005
211-000555,NEUTRO,12,C1_Beta,0.3425442576408386,0.3425442576408386
211-000555,NEUTRO,13,FC5_Alpha,0.29915428161621094,0.29915428161621094
211-000555,NEUTRO,14,F5_Beta,0.2870997488498688,0.2870997488498688
211-000555,NEUTRO,15,Oz_Beta,-0.2831660807132721,0.2831660807132721
211-000555,SAD,1,FC5_Beta,-1.354264736175537,1.354264736175537
211-000555,SAD,2,CP6_Beta,1.293475866317749,1.293475866317749
211-000555,SAD,3,AlphaAsym_CP6-CP5,0.8879872560501099,0.8879872560501099
211-000555,SAD,4,CP6_Alpha,0.7456517815589905,0.7456517815589905
211-000555,SAD,5,AF4_Beta,0.6205546855926514,0.6205546855926514
211-000555,SAD,6,F7_Beta,-0.3086884617805481,0.3086884617805481
211-000555,SAD,7,F7_Alpha,-0.2821708023548126,0.2821708023548126
211-000555,SAD,8,FC5_Alpha,-0.27204766869544983,0.27204766869544983
211-000555,SAD,9,FC3_Beta,0.19499090313911438,0.19499090313911438
211-000555,SAD,10,AlphaAsym_F8-F7,0.12044332921504974,0.12044332921504974
211-000555,SAD,11,Fz_Alpha,0.0,0.0
211-000555,SAD,12,FCz_Beta,0.0,0.0
211-000555,SAD,13,Fz_Beta,0.0,0.0
211-000555,SAD,14,FT7_Beta,0.0,0.0
211-000555,SAD,15,F4_Beta,0.0,0.0
211-000556,JOY,1,FC4_Beta,0.9347447752952576,0.9347447752952576
211-000556,JOY,2,AlphaAsym_FC4-FC3,0.7785840630531311,0.7785840630531311
211-000556,JOY,3,AF8_Beta,-0.4577321410179138,0.4577321410179138
211-000556,JOY,4,Fp2_Beta,0.40104857087135315,0.40104857087135315
211-000556,JOY,5,FC4_Alpha,0.3225450813770294,0.3225450813770294
211-000556,JOY,6,AF8_Alpha,-0.09900922328233719,0.09900922328233719
211-000556,JOY,7,AlphaAsym_AF4-AF3,-0.02540372870862484,0.02540372870862484
211-000556,JOY,8,AF4_Beta,-0.009585903026163578,0.009585903026163578
211-000556,JOY,9,F6_Beta,-0.0006691631278954446,0.0006691631278954446
211-000556,JOY,10,F8_Alpha,0.0,0.0
211-000556,JOY,11,FT7_Alpha,0.0,0.0
211-000556,JOY,12,T7_Beta,0.0,0.0
211-000556,JOY,13,T7_Alpha,0.0,0.0
211-000556,JOY,14,F8_Beta,0.0,0.0
211-000556,JOY,15,Fz_Beta,0.0,0.0
211-000556,NEUTRO,1,AF3_Beta,1.4080945253372192,1.4080945253372192
211-000556,NEUTRO,2,FC4_Beta,-1.366060733795166,1.366060733795166
211-000556,NEUTRO,3,AlphaAsym_FC4-FC3,-0.7492555379867554,0.7492555379867554
211-000556,NEUTRO,4,CP2_Beta,-0.6521732211112976,0.6521732211112976
211-000556,NEUTRO,5,FC4_Alpha,-0.5044342875480652,0.5044342875480652
211-000556,NEUTRO,6,Cz_Beta,0.4717616140842438,0.4717616140842438
211-000556,NEUTRO,7,PO5_Alpha,0.3534570634365082,0.3534570634365082
211-000556,NEUTRO,8,F1_Alpha,0.3430034816265106,0.3430034816265106
211-000556,NEUTRO,9,F2_Alpha,0.316497802734375,0.316497802734375
211-000556,NEUTRO,10,FC5_Beta,0.31351956725120544,0.31351956725120544
211-000556,NEUTRO,11,P3_Beta,0.3090778589248657,0.3090778589248657
211-000556,NEUTRO,12,CP3_Beta,0.30897682905197144,0.30897682905197144
211-000556,NEUTRO,13,Fp1_Beta,-0.28279033303260803,0.28279033303260803
211-000556,NEUTRO,14,P7_Beta,0.28038257360458374,0.28038257360458374
211-000556,NEUTRO,15,C6_Beta,-0.2134547233581543,0.2134547233581543
211-000556,SAD,1,AF3_Beta,-1.477073073387146,1.477073073387146
211-000556,SAD,2,CP2_Beta,1.034822940826416,1.034822940826416
211-000556,SAD,3,F6_Beta,0.9050827026367188,0.9050827026367188
211-000556,SAD,4,C6_Beta,0.8491036891937256,0.8491036891937256
211-000556,SAD,5,AlphaAsym_CP2-CP1,0.5217292904853821,0.5217292904853821
211-000556,SAD,6,AF8_Beta,0.49853354692459106,0.49853354692459106
211-000556,SAD,7,AlphaAsym_AF4-AF3,0.4200698733329773,0.4200698733329773
211-000556,SAD,8,C4_Alpha,0.2528616189956665,0.2528616189956665
211-000556,SAD,9,AF4_Beta,0.2486502081155777,0.2486502081155777
211-000556,SAD,10,AlphaAsym_F6-F5,0.2321206033229828,0.2321206033229828
211-000556,SAD,11,AlphaAsym_PO6-PO5,0.23116928339004517,0.23116928339004517
211-000556,SAD,12,AlphaAsym_Fp2-Fp1,-0.19800429046154022,0.19800429046154022
211-000556,SAD,13,Cz_Beta,-0.18645194172859192,0.18645194172859192
211-000556,SAD,14,P3_Beta,-0.1667468100786209,0.1667468100786209
211-000556,SAD,15,P7_Beta,-0.06459268182516098,0.06459268182516098
211-000557,JOY,1,O1_Beta,0.47250235080718994,0.47250235080718994
211-000557,JOY,2,P7_Beta,-0.40932613611221313,0.40932613611221313
211-000557,JOY,3,F2_Beta,-0.4036581218242645,0.4036581218242645
211-000557,JOY,4,FC4_Beta,0.29581448435783386,0.29581448435783386
211-000557,JOY,5,AlphaAsym_FC4-FC3,0.28304386138916016,0.28304386138916016
211-000557,JOY,6,AlphaAsym_O2-O1,-0.27213773131370544,0.27213773131370544
211-000557,JOY,7,AlphaAsym_Fp2-Fp1,0.24493800103664398,0.24493800103664398
211-000557,JOY,8,Cz_Beta,0.2409878969192505,0.2409878969192505
211-000557,JOY,9,TP7_Beta,-0.2051279991865158,0.2051279991865158
211-000557,JOY,10,Fp2_Beta,0.20294643938541412,0.20294643938541412
211-000557,JOY,11,CPz_Beta,-0.195606991648674,0.195606991648674
211-000557,JOY,12,FT8_Alpha,-0.19250915944576263,0.19250915944576263
211-000557,JOY,13,AF7_Beta,-0.19170480966567993,0.19170480966567993
211-000557,JOY,14,Fp1_Beta,-0.18717335164546967,0.18717335164546967
211-000557,JOY,15,AlphaAsym_F2-F1,-0.17436186969280243,0.17436186969280243
211-000557,NEUTRO,1,FC5_Beta,0.6550819873809814,0.6550819873809814
211-000557,NEUTRO,2,AF7_Beta,0.5836787223815918,0.5836787223815918
211-000557,NEUTRO,3,F2_Beta,0.5134928822517395,0.5134928822517395
211-000557,NEUTRO,4,AlphaAsym_F2-F1,0.48396408557891846,0.48396408557891846
211-000557,NEUTRO,5,FC5_Alpha,0.44918081164360046,0.44918081164360046
211-000557,NEUTRO,6,F2_Alpha,0.36642923951148987,0.36642923951148987
211-000557,NEUTRO,7,AlphaAsym_AF8-AF7,-0.2661842703819275,0.2661842703819275
211-000557,NEUTRO,8,O1_Beta,-0.15168005228042603,0.15168005228042603
211-000557,NEUTRO,9,PO7_Beta,-0.1331242322921753,0.1331242322921753
211-000557,NEUTRO,10,FT8_Alpha,0.09456916898488998,0.09456916898488998
211-000557,NEUTRO,11,AlphaAsym_FC6-FC5,-0.05699794366955757,0.05699794366955757
211-000557,NEUTRO,12,FC4_Beta,-0.03712863102555275,0.03712863102555275
211-000557,NEUTRO,13,AF7_Alpha,0.03702676668763161,0.03702676668763161
211-000557,NEUTRO,14,F8_Alpha,0.0,0.0
211-000557,NEUTRO,15,F8_Beta,0.0,0.0
211-000557,SAD,1,FC5_Beta,-1.0198713541030884,1.0198713541030884
211-000557,SAD,2,AlphaAsym_FC6-FC5,0.5229890942573547,0.5229890942573547
211-000557,SAD,3,FC5_Alpha,-0.42280101776123047,0.42280101776123047
211-000557,SAD,4,PO7_Beta,0.3632214069366455,0.3632214069366455
211-000557,SAD,5,P7_Beta,0.16825471818447113,0.16825471818447113
211-000557,SAD,6,P3_Alpha,0.1040470153093338,0.1040470153093338
211-000557,SAD,7,Pz_Beta,0.10274380445480347,0.10274380445480347
211-000557,SAD,8,PO7_Alpha,0.08438751101493835,0.08438751101493835
211-000557,SAD,9,P8_Alpha,0.07815425843000412,0.07815425843000412
211-000557,SAD,10,CPz_Beta,0.06880563497543335,0.06880563497543335
211-000557,SAD,11,Oz_Alpha,0.06718329340219498,0.06718329340219498
211-000557,SAD,12,AlphaAsym_CP2-CP1,-0.0640326589345932,0.0640326589345932
211-000557,SAD,13,PO3_Alpha,0.053762465715408325,0.053762465715408325
211-000557,SAD,14,TP7_Alpha,0.03804735466837883,0.03804735466837883
211-000557,SAD,15,Oz_Beta,0.03625667095184326,0.03625667095184326
