class_label,condition,channel,band,mean_abs_shap,mean_signed_shap,n_subjects
0,JOY,T8,Gamma,0.013245424688085292,0.012772922510221458,23
0,JOY,P7,Delta,0.004517440674189552,0.003814180729342113,23
0,JOY,P7,Theta,0.003565655574612264,0.0030631262684979684,23
0,JOY,P7,Alpha,0.0005343026716214562,4.8512614661632084e-05,23
0,JOY,P7,Beta,0.013635722253078863,0.009499200242965845,23
0,JOY,P7,Gamma,0.006608926400558309,0.00510867414067572,23
0,JOY,P3,Delta,0.01009953656873026,0.006609314980619639,23
0,JOY,P3,Theta,0.005856645975903137,0.005722535373706197,23
0,JOY,P3,Alpha,0.0,0.0,23
0,JOY,P3,Beta,0.008165781002347036,0.0068858611007068275,23
0,JOY,P3,Gamma,0.0003665694115551822,-1.8171258039737113e-05,23
0,JOY,CP3,Delta,0.0,0.0,23
0,JOY,CP3,Theta,0.0104972536654476,0.008758027739953544,23
0,JOY,CP3,Alpha,0.0024103597365832882,0.0021991470880704015,23
0,JOY,CP3,Beta,0.005825124932175402,0.0057518273606625555,23
0,JOY,CP3,Gamma,0.0,0.0,23
0,JOY,CPz,Delta,0.002850053658739833,0.000495209830573111,23
0,JOY,CPz,Theta,0.0015360575273014928,0.0008785468893724311,23
