class_label,condition,feature_idx,feature_name,feature_type,channel,band,pair,cluster,mean_abs_shap,std_abs_shap,mean_signed_shap,std_signed_shap,n_subjects
1,NEUTRO,28,Cz_Alpha,bandpower,Cz,Alpha,,parietal_midline,0.02360703797480982,0.051435560679561204,0.008128481973960574,0.03383202344259095,23
1,NEUTRO,29,Cz_Beta,bandpower,Cz,Beta,,parietal_midline,0.04021275263388452,0.10287147212431304,0.0325341409204158,0.09366068622734347,23
1,NEUTRO,30,FC4_Alpha,bandpower,FC4,Alpha,,frontal_bilateral,0.08515975509370029,0.18185960271382973,0.06847185122704695,0.16027327931528862,23
1,NEUTRO,31,FC4_Beta,bandpower,FC4,Beta,,frontal_bilateral,0.22616434882016032,0.44551740029251385,0.1759897290929791,0.43413927050495954,23
1,NEUTRO,32,FT8_Alpha,bandpower,FT8,Alpha,,temporal_right,0.03238898432255805,0.061871974474932236,0.01592199203054813,0.03326273480815682,23
1,NEUTRO,33,FT8_Beta,bandpower,FT8,Beta,,temporal_right,0.04789047149483492,0.07276882832132818,0.03035230173888972,0.06127044278710374,23
1,NEUTRO,34,TP7_Alpha,bandpower,TP7,Alpha,,temporal_left,0.011749173669911206,0.03617535870307956,0.007383431341876906,0.025671881855034513,23
1,NEUTRO,35,TP7_Beta,bandpower,TP7,Beta,,temporal_left,0.062452549981330256,0.10076039330427781,0.03568268921796733,0.08305805462845228,23
1,NEUTRO,36,C3_Alpha,bandpower,C3,Alpha,,centro_parietal_left,0.0031689415663470628,0.01273097901209444,-0.001332788450193557,0.0074298590839710545,23
1,NEUTRO,37,C3_Beta,bandpower,C3,Beta,,centro_parietal_left,0.008342334331933696,0.02418030763811434,0.006004867834427991,0.02177231917042137,23
1,NEUTRO,38,FCz_Alpha,bandpower,FCz,Alpha,,frontal_bilateral,0.03352683263847925,0.08179871072602839,0.023580310251708345,0.061552707326435176,23
1,NEUTRO,39,FCz_Beta,bandpower,FCz,Beta,,frontal_bilateral,0.04164894917950266,0.08381800340264886,0.018912028792198332,0.053612627401770876,23
1,NEUTRO,40,Fz_Alpha,bandpower,Fz,Alpha,,frontal_bilateral,0.019756309579160646,0.045588861371675754,0.010711177348304467,0.03360606019089315,23
1,NEUTRO,41,Fz_Beta,bandpower,Fz,Beta,,frontal_bilateral,0.014968073008178652,0.04837696171973847,-0.001314035589214925,0.014641050776584744,23
1,NEUTRO,42,F4_Alpha,bandpower,F4,Alpha,,frontal_bilateral,0.011467307285409055,0.0340036545369415,0.006549831799140582,0.031616621962766565,23
1,NEUTRO,43,F4_Beta,bandpower,F4,Beta,,frontal_bilateral,0.033828797263560334,0.09021498452116843,0.01877721059097781,0.08590332967147957,23
1,NEUTRO,44,F8_Alpha,bandpower,F8,Alpha,,other,0.015010681892939826,0.04027887828108352,0.0040478193139453994,0.022251612399482222,23
1,NEUTRO,45,F8_Beta,bandpower,F8,Beta,,other,0.029372768938585595,0.050787792125201354,0.010368106028369965,0.023383218303349707,23
1,NEUTRO,46,T7_Alpha,bandpower,T7,Alpha,,temporal_left,0.003993160652124002,0.012091018602053418,-0.0009860540201850282,0.0051699199995525165,23
1,NEUTRO,47,T7_Beta,bandpower,T7,Beta,,temporal_left,0.09280571016176958,0.18061948021759833,0.0598216374977095,0.1631652574116603,23
1,NEUTRO,48,FT7_Alpha,bandpower,FT7,Alpha,,temporal_left,0.017508090888632758,0.03909721638822157,0.014265917052881296,0.034935982222845705,23
1,NEUTRO,49,FT7_Beta,bandpower,FT7,Beta,,temporal_left,0.1123373658612333,0.18182785368448626,0.08794268949886948,0.17409184667467933,23
1,NEUTRO,50,FC3_Alpha,bandpower,FC3,Alpha,,frontal_bilateral,0.04231119496295051,0.1046828953502077,0.027533355130090253,0.08007771620621779,23
1,NEUTRO,51,FC3_Beta,bandpower,FC3,Beta,,frontal_bilateral,0.04726941174205936,0.12170224210542657,0.033431566109562987,0.10051399093474264,23
1,NEUTRO,52,F3_Alpha,bandpower,F3,Alpha,,frontal_bilateral,0.030093710209503896,0.06795151957885302,0.022931901664884853,0.06175746145451733,23
1,NEUTRO,53,F3_Beta,bandpower,F3,Beta,,frontal_bilateral,0.031134653764003706,0.07333224325742213,0.025114677548479764,0.06342101463391138,23
1,NEUTRO,54,Fp2_Alpha,bandpower,Fp2,Alpha,,frontal_bilateral,0.012379805827707502,0.029771614194995973,0.007563050607499615,0.022369158719063604,23
1,NEUTRO,55,Fp2_Beta,bandpower,Fp2,Beta,,frontal_bilateral,0.09090553638755758,0.17472466350240456,0.0726099978139509,0.17818460882241596,23
1,NEUTRO,56,F7_Alpha,bandpower,F7,Alpha,,frontal_inferior_left,0.014874726621489243,0.03954781892424659,-0.0011618952908853844,0.005163921732939812,23
1,NEUTRO,57,F7_Beta,bandpower,F7,Beta,,frontal_inferior_left,0.053026361825273614,0.13985271282263775,0.04140658588246376,0.1349520399932137,23
1,NEUTRO,58,Fp1_Alpha,bandpower,Fp1,Alpha,,frontal_bilateral,0.029786426704349552,0.06513504332177353,0.014296495687143449,0.034187158388055666,23
1,NEUTRO,59,Fp1_Beta,bandpower,Fp1,Beta,,frontal_bilateral,0.08546010574737928,0.1461034766255419,0.062495178982470055,0.13908745910655862,23
1,NEUTRO,60,PO5_Alpha,bandpower,PO5,Alpha,,other,0.02000199416333063,0.0545547794547531,0.0155482144334674,0.0479252220538457,23
1,NEUTRO,61,PO5_Beta,bandpower,PO5,Beta,,other,0.03704079180445504,0.085736444646273,0.02455319571950111,0.060537699576462586,23
1,NEUTRO,62,PO3_Alpha,bandpower,PO3,Alpha,,occipital,0.002128870312638137,0.00678891643322729,0.0010997480872999667,0.004044591770862676,23
1,NEUTRO,63,PO3_Beta,bandpower,PO3,Beta,,occipital,0.009690446720496513,0.02494596134718648,-0.0019420439582137003,0.005490362880842616,23
1,NEUTRO,64,P1_Alpha,bandpower,P1,Alpha,,other,0.024648743791137993,0.08652947125143393,0.0007022276965919762,0.013919688147469234,23
1,NEUTRO,65,P1_Beta,bandpower,P1,Beta,,other,0.06630640781548822,0.12225016501536569,0.03498688051552873,0.08641697788135455,23
1,NEUTRO,66,POz_Alpha,bandpower,POz,Alpha,,occipital,0.011290639497755613,0.029118104568105062,3.224560894618577e-05,0.011354729264226175,23
1,NEUTRO,67,POz_Beta,bandpower,POz,Beta,,occipital,0.011509830541178987,0.047313755121906116,0.0072952674885466175,0.03147899146693068,23
1,NEUTRO,68,P2_Alpha,bandpower,P2,Alpha,,other,0.0035259544916586643,0.012108028823368545,-0.00076834278692605,0.0028402129104718953,23
1,NEUTRO,69,P2_Beta,bandpower,P2,Beta,,other,0.005229709686359588,0.016912568628223906,0.0009560503866699664,0.0039392567908922045,23
1,NEUTRO,70,PO4_Alpha,bandpower,PO4,Alpha,,occipital,0.0046323452780707205,0.022215947511440386,0.0011139101764432529,0.005342125538325386,23
1,NEUTRO,71,PO4_Beta,bandpower,PO4,Beta,,occipital,0.03922787264778493,0.12551219422515014,0.028180688913411734,0.08831043661080254,23
1,NEUTRO,72,CP2_Alpha,bandpower,CP2,Alpha,,other,0.026307701980716813,0.09204744685504501,0.012360925176887338,0.07314148546835658,23
1,NEUTRO,73,CP2_Beta,bandpower,CP2,Beta,,other,0.06477357414854476,0.17818302587642926,0.025229751274202832,0.17028286092726808,23
1,NEUTRO,74,P6_Alpha,bandpower,P6,Alpha,,temporal_right,0.011132776470614903,0.028346038248390784,0.0016643902890090367,0.012969960909389988,23
1,NEUTRO,75,P6_Beta,bandpower,P6,Beta,,temporal_right,0.007395731002585784,0.02195364543144528,0.00457900250712324,0.013504716104353397,23
1,NEUTRO,76,PO6_Alpha,bandpower,PO6,Alpha,,other,0.004545213197218667,0.01562977390401523,-0.00036123028520971683,0.005519158175987511,23
1,NEUTRO,77,PO6_Beta,bandpower,PO6,Beta,,other,0.0228026444439049,0.058088342557842294,0.012891541030195797,0.03543220920378216,23
1,NEUTRO,78,CP6_Alpha,bandpower,CP6,Alpha,,temporal_right,0.0037356759804899027,0.017903446167727873,1.8312019624232042e-05,8.210737394065105e-05,23
1,NEUTRO,79,CP6_Beta,bandpower,CP6,Beta,,temporal_right,0.007754865435603597,0.024345727666345265,0.0039847614665144086,0.012548206027513217,23
1,NEUTRO,80,C6_Alpha,bandpower,C6,Alpha,,temporal_right,0.007195700180081698,0.02654386957136497,0.005664052433020558,0.026008181836258786,23
1,NEUTRO,81,C6_Beta,bandpower,C6,Beta,,temporal_right,0.0353051920253708,0.06461356030220265,0.005309794274813927,0.03148769037450774,23
1,NEUTRO,82,PO8_Alpha,bandpower,PO8,Alpha,,occipital,0.029202843770566908,0.08443030184036264,0.022558183629846074,0.06981880544628905,23
1,NEUTRO,83,PO8_Beta,bandpower,PO8,Beta,,occipital,0.013352652829383064,0.031759385397770894,0.006693492816101158,0.019950525890303435,23
1,NEUTRO,84,PO7_Alpha,bandpower,PO7,Alpha,,occipital,0.012783566643475663,0.03081305906475715,0.00732985462452364,0.028162313759740033,23
1,NEUTRO,85,PO7_Beta,bandpower,PO7,Beta,,occipital,0.06316585623616952,0.17137071413836652,0.032714552202767574,0.09794093032220609,23
1,NEUTRO,86,P5_Alpha,bandpower,P5,Alpha,,temporal_left,0.006651759615222485,0.024255992187425586,0.005627415731831988,0.023174649477167207,23
1,NEUTRO,87,P5_Beta,bandpower,P5,Beta,,temporal_left,0.021906544217929903,0.05538943222025526,0.013395262751029363,0.05230863774982733,23
1,NEUTRO,88,CP5_Alpha,bandpower,CP5,Alpha,,temporal_left,0.013002233216663765,0.034843612138801064,0.0003780013502175189,0.004037701242137409,23
1,NEUTRO,89,CP5_Beta,bandpower,CP5,Beta,,temporal_left,0.03691848076719709,0.08326701317906478,0.012241152591813525,0.049089080519986866,23
1,NEUTRO,90,CP1_Alpha,bandpower,CP1,Alpha,,other,0.0044887029973610035,0.021527063333532187,0.002923810466201532,0.014022102402000965,23
1,NEUTRO,91,CP1_Beta,bandpower,CP1,Beta,,other,0.017328134819686026,0.04785979562307336,0.013468231690110606,0.04037447753735266,23
1,NEUTRO,92,C1_Alpha,bandpower,C1,Alpha,,other,0.008118495368523448,0.026017264751455344,0.004294126826460068,0.014643190765922793,23
1,NEUTRO,93,C1_Beta,bandpower,C1,Beta,,other,0.029090347157041434,0.055394272916002296,0.010875785710353915,0.02870410376614615,23
1,NEUTRO,94,C2_Alpha,bandpower,C2,Alpha,,other,0.01228231920355904,0.041962636999374345,0.00682215204376243,0.027513853567489054,23
1,NEUTRO,95,C2_Beta,bandpower,C2,Beta,,other,0.03083365762835318,0.0634162410322698,0.012057419080799629,0.03420946870595348,23
1,NEUTRO,96,FC2_Alpha,bandpower,FC2,Alpha,,other,0.004767302746573894,0.011742092841825752,0.0001330991097567592,0.0034183019467720474,23
1,NEUTRO,97,FC2_Beta,bandpower,FC2,Beta,,other,0.026030140253413006,0.05879757220804412,0.014918373354188974,0.036893508585347935,23
1,NEUTRO,98,FC6_Alpha,bandpower,FC6,Alpha,,other,0.0008677823319447328,0.003534012648808161,-0.0003950157060716405,0.002152815756211398,23
1,NEUTRO,99,FC6_Beta,bandpower,FC6,Beta,,other,0.012688569572326702,0.03760756551276772,0.006946515152648475,0.024733429850021412,23
1,NEUTRO,100,C5_Alpha,bandpower,C5,Alpha,,temporal_left,0.020009018140379146,0.058866379133320934,0.007606042336672993,0.03380663390146111,23
1,NEUTRO,101,C5_Beta,bandpower,C5,Beta,,temporal_left,0.06552928176813086,0.16116051777818802,0.04479309982228519,0.12243847155534839,23
1,NEUTRO,102,FC1_Alpha,bandpower,FC1,Alpha,,other,0.006610253592876626,0.02081545502262492,0.0033984906176962176,0.012306599189951077,23
1,NEUTRO,103,FC1_Beta,bandpower,FC1,Beta,,other,0.007798133472159997,0.01890589026899667,0.004204696389855484,0.012546371922059452,23
1,NEUTRO,104,F2_Alpha,bandpower,F2,Alpha,,frontal_bilateral,0.025782690146400705,0.07798830705971477,0.0219246189703794,0.07696831986050508,23
1,NEUTRO,105,F2_Beta,bandpower,F2,Beta,,frontal_bilateral,0.04413205915346472,0.13770846809791443,0.03448125163500602,0.13511918730018851,23
1,NEUTRO,106,F6_Alpha,bandpower,F6,Alpha,,other,0.005658277400037848,0.0192641873711421,0.000907488477561903,0.005649883240060912,23
1,NEUTRO,107,F6_Beta,bandpower,F6,Beta,,other,0.05505687874466009,0.13907000477250173,0.044140243284587315,0.12151187030135514,23
1,NEUTRO,108,FC5_Alpha,bandpower,FC5,Alpha,,frontal_inferior_left,0.03143801127319943,0.08687590316219929,0.020055692877349502,0.08444943697696466,23
1,NEUTRO,109,FC5_Beta,bandpower,FC5,Beta,,frontal_inferior_left,0.07606128807689752,0.1688484191530109,0.0646748284116303,0.16995887091823186,23
1,NEUTRO,110,F1_Alpha,bandpower,F1,Alpha,,frontal_bilateral,0.009022840575046256,0.03488742096965272,0.009003467323927357,0.03486686428095943,23
1,NEUTRO,111,F1_Beta,bandpower,F1,Beta,,frontal_bilateral,0.018435271789780855,0.04744391633486036,0.010926787288017364,0.025718563655307294,23
1,NEUTRO,112,AF4_Alpha,bandpower,AF4,Alpha,,frontal_bilateral,0.022772238061249336,0.05192532465044254,0.001953157196007366,0.014303807039012604,23
1,NEUTRO,113,AF4_Beta,bandpower,AF4,Beta,,frontal_bilateral,0.05207319677623959,0.1274276834848393,0.04491396589396938,0.12692861040959955,23
1,NEUTRO,114,AF8_Alpha,bandpower,AF8,Alpha,,frontal_bilateral,0.04335593510633431,0.11155440045959561,0.02825655197402477,0.09213983092237937,23
1,NEUTRO,115,AF8_Beta,bandpower,AF8,Beta,,frontal_bilateral,0.11306904738999321,0.37908111608845485,0.09709457239611999,0.3805184769445904,23
1,NEUTRO,116,F5_Alpha,bandpower,F5,Alpha,,frontal_inferior_left,0.01838922710975312,0.05756677056881713,0.011073304358294787,0.052847057773570315,23
1,NEUTRO,117,F5_Beta,bandpower,F5,Beta,,frontal_inferior_left,0.11279636598669893,0.26487304854609856,0.10310092645417059,0.2509794854191143,23
1,NEUTRO,118,AF7_Alpha,bandpower,AF7,Alpha,,frontal_bilateral,0.00840264069031363,0.02157897520418848,0.005271915538907404,0.01904752515082466,23
1,NEUTRO,119,AF7_Beta,bandpower,AF7,Beta,,frontal_bilateral,0.09487224528234899,0.1915505438997466,0.06785456312384391,0.17035757256375503,23
1,NEUTRO,120,AF3_Alpha,bandpower,AF3,Alpha,,frontal_bilateral,0.007233405803642436,0.02816309296218696,0.005002544064935282,0.02048915387235824,23
1,NEUTRO,121,AF3_Beta,bandpower,AF3,Beta,,frontal_bilateral,0.06068659082630913,0.23398814888575092,0.05166023468871171,0.21238544197999473,23
1,NEUTRO,122,Fpz_Alpha,bandpower,Fpz,Alpha,,frontal_bilateral,0.028628409384832798,0.08787439532408575,0.01932129140117701,0.07298991369590102,23
1,NEUTRO,123,Fpz_Beta,bandpower,Fpz,Beta,,frontal_bilateral,0.14454528042748244,0.27400547487052623,0.12714327988767507,0.2665937304526798,23
1,NEUTRO,124,AlphaAsym_Fp2-Fp1,AlphaAsym,,,Fp2-Fp1,,0.017857622962101753,0.0778785747473137,0.011428114563572548,0.059497925863499855,23
1,NEUTRO,125,AlphaAsym_AF8-AF7,AlphaAsym,,,AF8-AF7,,0.058749685367947224,0.14881703387345616,0.040977630498201315,0.14501332794781582,23
1,NEUTRO,126,AlphaAsym_AF4-AF3,AlphaAsym,,,AF4-AF3,,0.021611472174393805,0.04624156745007418,0.010183684939302613,0.03249418688454149,23
1,NEUTRO,127,AlphaAsym_F8-F7,AlphaAsym,,,F8-F7,,0.00990623142563463,0.01871436861892925,0.0040543349224382175,0.011987881743807391,23
1,NEUTRO,128,AlphaAsym_F6-F5,AlphaAsym,,,F6-F5,,0.0232160561232582,0.04511139244097425,0.005539713426047242,0.02486315284957216,23
1,NEUTRO,129,AlphaAsym_F4-F3,AlphaAsym,,,F4-F3,,0.013596022097786072,0.05775774118932708,0.008937959623883796,0.039704567529135856,23
1,NEUTRO,130,AlphaAsym_F2-F1,AlphaAsym,,,F2-F1,,0.027020776512818968,0.12693961017904634,0.024668816388493452,0.1193655240551958,23
1,NEUTRO,131,AlphaAsym_FC6-FC5,AlphaAsym,,,FC6-FC5,,0.022022190244897998,0.03646396466202966,0.005431382301182322,0.02677709026021344,23
1,NEUTRO,132,AlphaAsym_FC4-FC3,AlphaAsym,,,FC4-FC3,,0.08349407163871236,0.22002660471203378,0.07017142500053782,0.2144081075183033,23
1,NEUTRO,133,AlphaAsym_FC2-FC1,AlphaAsym,,,FC2-FC1,,0.018026854288145107,0.042293443618524516,0.00594488629083933,0.020121114260909033,23
1,NEUTRO,134,AlphaAsym_T8-T7,AlphaAsym,,,T8-T7,,0.0016220051760688844,0.003836767569853134,0.000612252994637663,0.0016732995906208234,23
1,NEUTRO,135,AlphaAsym_C6-C5,AlphaAsym,,,C6-C5,,0.02625190705315919,0.08539402006979022,0.007116845047554422,0.026430293227347964,23
1,NEUTRO,136,AlphaAsym_C4-C3,AlphaAsym,,,C4-C3,,0.0065582111132982245,0.022242642700256925,-0.002595191028508736,0.012262232264788975,23
1,NEUTRO,137,AlphaAsym_C2-C1,AlphaAsym,,,C2-C1,,0.011589900606047919,0.03519370887951185,0.005182584003057746,0.027986948861367506,23
1,NEUTRO,138,AlphaAsym_TP8-TP7,AlphaAsym,,,TP8-TP7,,0.03810134673581588,0.09325076493116448,0.025043857477190005,0.07921449800461032,23
1,NEUTRO,139,AlphaAsym_CP6-CP5,AlphaAsym,,,CP6-CP5,,0.017306231834882807,0.033871936300626404,0.007086728030112181,0.01980805965449111,23
1,NEUTRO,140,AlphaAsym_CP4-CP3,AlphaAsym,,,CP4-CP3,,0.005863223036685747,0.015713051239324885,0.0026331699074480393,0.007249956673400699,23
1,NEUTRO,141,AlphaAsym_CP2-CP1,AlphaAsym,,,CP2-CP1,,0.024202912949063154,0.05435704761521907,0.013682614843989227,0.041580865071969446,23
1,NEUTRO,142,AlphaAsym_P8-P7,AlphaAsym,,,P8-P7,,0.017127906644365025,0.03418374589105265,0.00802218970258905,0.021680607219149967,23
1,NEUTRO,143,AlphaAsym_P6-P5,AlphaAsym,,,P6-P5,,0.0047225486722546,0.012624603493847343,0.001426114342087394,0.005840412440973084,23
1,NEUTRO,144,AlphaAsym_P4-P3,AlphaAsym,,,P4-P3,,0.0025443823056434285,0.007595280736605243,0.0011487343253710365,0.005942192389974559,23
1,NEUTRO,145,AlphaAsym_P2-P1,AlphaAsym,,,P2-P1,,0.007829276113834889,0.02003361776830454,0.0018145819636188037,0.005727260065260552,23
1,NEUTRO,146,AlphaAsym_PO8-PO7,AlphaAsym,,,PO8-PO7,,0.01136849368950497,0.03732688817317181,0.002303086276606035,0.010411156893434359,23
1,NEUTRO,147,AlphaAsym_PO6-PO5,AlphaAsym,,,PO6-PO5,,0.014471110832495564,0.050449212870670765,0.010532547836996994,0.03838481804375743,23
1,NEUTRO,148,AlphaAsym_PO4-PO3,AlphaAsym,,,PO4-PO3,,0.026920210284506627,0.08240693858333847,0.015132855055314684,0.046219685597258225,23
1,NEUTRO,149,AlphaAsym_O2-O1,AlphaAsym,,,O2-O1,,0.012147327733687503,0.04219024034082953,0.007724910408324646,0.027813028721033414,23
2,SAD,0,O2_Alpha,bandpower,O2,Alpha,,occipital,0.018322775921889026,0.07159818840204946,0.01030698205662625,0.04228578832678317,23
2,SAD,1,O2_Beta,bandpower,O2,Beta,,occipital,0.08040583036276402,0.2349757973450563,0.06141153885790405,0.2027164713870796,23
2,SAD,2,O1_Alpha,bandpower,O1,Alpha,,occipital,0.030824883881253644,0.07618194552276285,0.01849080207326623,0.059086213231893274,23
2,SAD,3,O1_Beta,bandpower,O1,Beta,,occipital,0.10613237284748879,0.2879146345853211,0.08131823129323601,0.22774007535398172,23
2,SAD,4,Oz_Alpha,bandpower,Oz,Alpha,,occipital,0.015943977694143865,0.0592098252667981,0.007154247425085244,0.024990631436129503,23
2,SAD,5,Oz_Beta,bandpower,Oz,Beta,,occipital,0.023312808302509286,0.05812544333553692,0.009889478462015308,0.046503747646637526,23
2,SAD,6,Pz_Alpha,bandpower,Pz,Alpha,,parietal_midline,0.0023690615977778324,0.005676905808279588,-0.0007614567667528552,0.0030732933554956966,23
2,SAD,7,Pz_Beta,bandpower,Pz,Beta,,parietal_midline,0.006951662936177151,0.016780677970417816,0.0016777482607363981,0.014240110091960557,23
2,SAD,8,P4_Alpha,bandpower,P4,Alpha,,other,0.0129974607441823,0.058706960279791574,0.01126845593462638,0.05120582540174195,23
2,SAD,9,P4_Beta,bandpower,P4,Beta,,other,0.012119278538042715,0.055353018147207576,0.011652892792124591,0.05340224497305619,23
2,SAD,10,CP4_Alpha,bandpower,CP4,Alpha,,temporal_right,0.01578438356693602,0.0595852338320364,0.014589672637406589,0.058766186168633945,23
2,SAD,11,CP4_Beta,bandpower,CP4,Beta,,temporal_right,0.026396200230601616,0.09121405567233619,0.025604788809989974,0.09114609911938076,23
2,SAD,12,P8_Alpha,bandpower,P8,Alpha,,temporal_right,0.008560605688053051,0.031571461838023646,0.0032332852329013165,0.011125599630904818,23
2,SAD,13,P8_Beta,bandpower,P8,Beta,,temporal_right,0.015422021724735238,0.05805574115877092,-0.0025229518195340177,0.008470817930455156,23
2,SAD,14,C4_Alpha,bandpower,C4,Alpha,,other,0.020880989625400588,0.03917206673288224,0.004644317656694122,0.03039213718729576,23
2,SAD,15,C4_Beta,bandpower,C4,Beta,,other,0.03847329286689807,0.0787272371267703,0.02138931833211108,0.061918953678295634,23
2,SAD,16,TP8_Alpha,bandpower,TP8,Alpha,,temporal_right,0.0040042775120925364,0.01905894667537413,0.0008661714492892568,0.004121377292209174,23
2,SAD,17,TP8_Beta,bandpower,TP8,Beta,,temporal_right,0.015429223599621176,0.03480782453710092,0.013357938180218156,0.03278852256332134,23
2,SAD,18,T8_Alpha,bandpower,T8,Alpha,,temporal_right,0.00639929155171945,0.013398725152383835,0.0005795528771558821,0.004880807919096134,23
2,SAD,19,T8_Beta,bandpower,T8,Beta,,temporal_right,0.03930604613246758,0.09149669544673708,0.03164532821950268,0.07723137159297175,23
2,SAD,20,P7_Alpha,bandpower,P7,Alpha,,temporal_left,0.0017808142441007994,0.004691605244866953,0.0009483191507811878,0.0030540409563747702,23
2,SAD,21,P7_Beta,bandpower,P7,Beta,,temporal_left,0.03160188297913468,0.08193542994793294,0.010343457118946247,0.056192355397384,23
2,SAD,22,P3_Alpha,bandpower,P3,Alpha,,centro_parietal_left,0.02510809510134545,0.046082671046297936,0.014097752652282736,0.035590541643772275,23
2,SAD,23,P3_Beta,bandpower,P3,Beta,,centro_parietal_left,0.01881870074038596,0.04154433237675212,0.009252206545877937,0.03354603582438811,23
2,SAD,24,CP3_Alpha,bandpower,CP3,Alpha,,temporal_left,0.020629815561347867,0.0466520386617584,0.015367584730378957,0.03686825836673006,23
2,SAD,25,CP3_Beta,bandpower,CP3,Beta,,temporal_left,0.04961608187712856,0.13593697975580762,0.045227015626732425,0.12686929370689215,23
2,SAD,26,CPz_Alpha,bandpower,CPz,Alpha,,parietal_midline,0.02073309222959993,0.08198210758009196,0.0087464068514683,0.03951455390759947,23
2,SAD,27,CPz_Beta,bandpower,CPz,Beta,,parietal_midline,0.021172464532353635,0.07560698924401858,0.005130415267543204,0.03830411502166032,23
2,SAD,28,Cz_Alpha,bandpower,Cz,Alpha,,parietal_midline,0.015022916484164988,0.041595398334983,0.001214943517689366,0.013106303229980198,23
2,SAD,29,Cz_Beta,bandpower,Cz,Beta,,parietal_midline,0.04671734451005354,0.13133750685095016,0.014189055403937154,0.09034408446863217,23
2,SAD,30,FC4_Alpha,bandpower,FC4,Alpha,,frontal_bilateral,0.026010555521469865,0.05077819356598716,0.011370185825383473,0.03285067226012569,23
2,SAD,31,FC4_Beta,bandpower,FC4,Beta,,frontal_bilateral,0.07568517170009849,0.17193354473750042,0.05662356069075148,0.1600662313456161,23
2,SAD,32,FT8_Alpha,bandpower,FT8,Alpha,,temporal_right,0.04512685327766364,0.15808732365389375,0.03897698121053179,0.15827965777087818,23
2,SAD,33,FT8_Beta,bandpower,FT8,Beta,,temporal_right,0.1349137871945433,0.23913898906302328,0.10294449787862671,0.23687539246777092,23
2,SAD,34,TP7_Alpha,bandpower,TP7,Alpha,,temporal_left,0.01572138511591926,0.04434251174495229,0.005851875671934093,0.019873595499913427,23
2,SAD,35,TP7_Beta,bandpower,TP7,Beta,,temporal_left,0.048098072291232974,0.14796288328002988,0.015967194410289754,0.03649561838278396,23
2,SAD,36,C3_Alpha,bandpower,C3,Alpha,,centro_parietal_left,0.005699327689516729,0.017660774817836764,0.0018237395926711,0.012071710942469149,23
2,SAD,37,C3_Beta,bandpower,C3,Beta,,centro_parietal_left,0.016082313945972173,0.03184185397787312,0.005451778338542835,0.019374041310930328,23
2,SAD,38,FCz_Alpha,bandpower,FCz,Alpha,,frontal_bilateral,0.051954825154835946,0.14342922304429065,0.031095298310316877,0.1203458488217497,23
2,SAD,39,FCz_Beta,bandpower,FCz,Beta,,frontal_bilateral,0.0466067969317052,0.12501175928080108,0.028953598568958606,0.11913628938557963,23
2,SAD,40,Fz_Alpha,bandpower,Fz,Alpha,,frontal_bilateral,0.015194909234106766,0.04797135556889855,0.00587143811308107,0.021083803799886287,23
2,SAD,41,Fz_Beta,bandpower,Fz,Beta,,frontal_bilateral,0.01681014853238407,0.08035942107020187,0.013013719263084226,0.062489006040782384,23
2,SAD,42,F4_Alpha,bandpower,F4,Alpha,,frontal_bilateral,0.0054357494535182535,0.01639338553754978,0.0023355471138343594,0.014093907223596748,23
2,SAD,43,F4_Beta,bandpower,F4,Beta,,frontal_bilateral,0.0344087899083406,0.05542248098266792,0.016370957955968227,0.039456196304355456,23
2,SAD,44,F8_Alpha,bandpower,F8,Alpha,,other,0.015741648947556558,0.06369664506838582,0.010466825180329797,0.05378140079487234,23
2,SAD,45,F8_Beta,bandpower,F8,Beta,,other,0.04178652372627778,0.09718633991981288,0.02194242572040858,0.06755881317517089,23
2,SAD,46,T7_Alpha,bandpower,T7,Alpha,,temporal_left,0.015101069433264183,0.043316816281555356,0.012605419367674134,0.03774235866124418,23
2,SAD,47,T7_Beta,bandpower,T7,Beta,,temporal_left,0.09471031889562216,0.22026331110108596,0.06853168513466508,0.1420433862773825,23
2,SAD,48,FT7_Alpha,bandpower,FT7,Alpha,,temporal_left,0.02446631406550548,0.06273435779594322,0.017356218992525388,0.05665713841978843,23
2,SAD,49,FT7_Beta,bandpower,FT7,Beta,,temporal_left,0.03425785682882694,0.0749694145348215,0.025721822689844943,0.06004935857840711,23
2,SAD,50,FC3_Alpha,bandpower,FC3,Alpha,,frontal_bilateral,0.011986230983939337,0.028478674600761186,-0.0005700698654807159,0.013234549957537247,23
2,SAD,51,FC3_Beta,bandpower,FC3,Beta,,frontal_bilateral,0.038195861095399214,0.08211876950903733,0.019213107003773107,0.05862489179745383,23
2,SAD,52,F3_Alpha,bandpower,F3,Alpha,,frontal_bilateral,0.007545976973803868,0.0355312124684695,0.0069886419150480645,0.03328190871400652,23
2,SAD,53,F3_Beta,bandpower,F3,Beta,,frontal_bilateral,0.003520385469492696,0.00933887638766442,0.0030925158732836916,0.008889331785634232,23
2,SAD,54,Fp2_Alpha,bandpower,Fp2,Alpha,,frontal_bilateral,0.011200134863089923,0.02927063147962509,0.005250450406153574,0.015467135190105117,23
2,SAD,55,Fp2_Beta,bandpower,Fp2,Beta,,frontal_bilateral,0.1289976863998653,0.2218574126742834,0.10305102324803316,0.20396993656738707,23
2,SAD,56,F7_Alpha,bandpower,F7,Alpha,,frontal_inferior_left,0.062309587383903485,0.14164973650781948,0.03581324565607049,0.09659234610082239,23
